Name,URL,Type,Location,Address,Cuisines,Cost_for_Two,Timings,Rating,Votes
"The Chocolate Heaven - Cakes ",https://www.zomato.com/bangalore/the-chocolate-heaven-cakes-kalyan-nagar,"Dessert Parlor,Bakery",Kalyan Nagar,"420, VP Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore","Desserts, Bakery",₹600,"9AM to 12Midnight (Mon-Sun) ","3.2 ",20 votes
"The Airos ",https://www.zomato.com/bangalore/the-airos-jayanagar,Casual Dining,Jayanagar,"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore","Italian, Pizza",₹600,"11:30AM to 10:30PM (Mon-Sun) ","3.5 ",41 votes
"Konaseema Grand ",https://www.zomato.com/bangalore/konaseema-grand-1-whitefield,Casual Dining,Whitefield,"120/B Export Promotion Industrial Park, Opposite Inorbit Mall, Whitefield, Bangalore","North Indian, Mughlai, Andhra, Biryani","₹1,000","11AM to 11:30PM (Mon-Sun) ","3.3 ",248 votes
"Kudla - Coraltree ",https://www.zomato.com/bangalore/kudla-coraltree-rt-nagar,Casual Dining,"Coraltree, RT Nagar","Coraltree, 16, MLA Layout, RT Nagar Main Road, RT Nagar, Bangalore","Seafood, Mangalorean","₹1,200","12:30PM to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.4 ",236 votes
"Narmadha's Hyderabad Biriyani ",https://www.zomato.com/bangalore/narmadhas-hyderabad-biriyani-btm,Casual Dining,BTM,"1, Near Water Tank, 1st Stage, BTM, Bangalore","Biryani, North Indian, Andhra",₹550,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.4 ",130 votes
"The French Loaf ",https://www.zomato.com/bangalore/the-french-loaf-indiranagar,"Bakery,Quick Bites",Indiranagar,"46, 9th Main, HAL 3rd Stage, 80 Feet Road, Indiranagar, Bangalore","Bakery, Desserts",₹400,"7AM to 11PM (Mon-Sun) ","3.2 ",108 votes
"Shandong ",https://www.zomato.com/bangalore/shandong-hennur,Casual Dining,Hennur,"38, 39, 40, Idhaya Complex, Geddalahalli, Kothanur Post, Hennur, Bangalore",Chinese,₹450,"10:30AM to 3:30PM, 6:30PM to 11PM (Mon-Thu),11AM to... ","3.7 ",106 votes
"Delhi's Essence ",https://www.zomato.com/bangalore/delhis-essence-electronic-city,Quick Bites,Electronic City,"Ground Floor, Orchid Park, Neeladri Road, Phase 1, Electronic City, Bangalore",North Indian,₹500,"11AM to 11PM (Mon-Sun) ","3.5 ",31 votes
"Biriyani House ",https://www.zomato.com/bangalore/biriyani-house-old-madras-road,Quick Bites,Old Madras Road,"1, Bhattarahalli, Opposite Indian Oil Petrol Pump, Virgonagar Post, Old Madras Road, Bangalore","Andhra, Biryani, Chinese, North Indian",₹600,"11:30AM to 4PM, 6:30PM to 11PM (Mon-Sun) ","2.8 ",6 votes
"Cafe Soy ",https://www.zomato.com/bangalore/cafe-soy-indiranagar,,Indiranagar,"806/1, 1st Floor, Rajeshwari Business Chambers, New Thippasandra Main Road, Indiranagar, Bangalore",Asian,₹500,"11AM to 10PM (Mon-Sun) ","NEW ",
"Gifts N Surprise ",https://www.zomato.com/bangalore/gifts-n-surprise-electronic-city,Bakery,Electronic City,"9, 1st floor, CM Complex, Parappana Agrahara Main Road, Singasandra, Electronic City, Bangalore",Bakery,₹500,"10AM to 7PM (Mon-Sun) ","NEW ",
"Hot Burg ",https://www.zomato.com/bangalore/hot-burg-1-bannerghatta-road,Quick Bites,Bannerghatta Road,"48/1 SS Post, T Ramaya Garden, Doddakammanahalli Main Road, Near Meenakshi Temple, Behind Prestige Appartment, Bannerghatta Road, Bangalore","Fast Food, Juices",₹200,"8AM to 11PM (Mon-Sun) ","2.9 ",4 votes
"Aioli ",https://www.zomato.com/bangalore/aioli-1-kalyan-nagar,Casual Dining,Kalyan Nagar,"7, 5th Main, 2nd Block, Kalyan Nagar, Bangalore","Mediterranean, Continental, Italian, Salad","₹1,400","11:45AM to 3:30PM, 6:45PM to 11:30PM (Mon-Sun) ","3.9 ",726 votes
"Parivar ",https://www.zomato.com/bangalore/parivar-jayanagar,Casual Dining,Jayanagar,"150/A, 11th Main, 4th Block, Jayanagar, Bangalore","North Indian, Chinese",₹500,"11AM to 11PM (Mon-Sun) ","2.9 ",90 votes
"7 Days Restaurant ",https://www.zomato.com/bangalore/7-days-restaurant-electronic-city,Casual Dining,Electronic City,"103,77, Srinivas Building, Near Infosys Gate No 6, Konappana Agarahara, Electronic City, Bangalore","North Indian, Chinese, Arabian, Kebab",₹300,"11AM to 4AM (Mon-Sun) ","3.6 ",119 votes
"Linto Coffe ",https://www.zomato.com/bangalore/linto-coffe-bannerghatta-road,"Café,Casual Dining",Bannerghatta Road,"29, Next to Gopalan Mall, Bannerghatta Road, Bangalore",Cafe,₹700,"9AM to 11PM (Mon-Sun) ","3.4 ",342 votes
"Cool Corner ",https://www.zomato.com/bangalore/cool-corner-basavanagudi,Quick Bites,Basavanagudi,"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore","Street Food, Fast Food",₹250,"8AM to 10PM (Mon-Sun) ","3.8 ",136 votes
"Purani Dehli ",https://www.zomato.com/bangalore/purani-dehli-whitefield,Food Court,"VR Bengaluru, Whitefield","2nd Floor, Food Court, VR Mall, Whitefield, Bangalore","North Indian, Street Food",₹600,"11AM to 11PM (Mon-Sun) ","3.3 ",49 votes
"New Kabab Zone ",https://www.zomato.com/bangalore/new-kabab-zone-2-bannerghatta-road,Casual Dining,Bannerghatta Road,"1057, Devarachikkanahalli Road, Vijay Bank Colony, Opposite Heritage Fresh, Bannerghatta Road, Bangalore","North Indian, Chinese",₹500,"12Noon to 11PM (Mon-Sun) ","3.2 ",28 votes
"Kettle & Kegs ",https://www.zomato.com/bangalore/kettle-kegs-1-whitefield,,Whitefield,"Whitefield, Bangalore",Tea,₹200,"9AM to 11PM (Mon-Sun) ","3.0 ",6 votes
"Laddoos ",https://www.zomato.com/bangalore/laddoos-1-electronic-city,"Quick Bites,Dessert Parlor",Electronic City,"SJR Equinox, Opposite Velankani Gate 3, Phase1, Electronic City, Bangalore","Street Food, Desserts, Mithai",₹200,"10AM to 10PM (Mon-Sun) ","3.2 ",135 votes
"New Shanthi Sagar ",https://www.zomato.com/bangalore/new-shanthi-sagar-indiranagar,Casual Dining,Indiranagar,"198, Opposite HDFC Bank, 2nd Stage, CMH Road, Indiranagar, Bangalore","North Indian, South Indian, Fast Food",₹600,"7AM to 11PM (Mon-Sun) ","2.7 ",140 votes
"Momo Junction ",https://www.zomato.com/bangalore/momo-junction-bannerghatta-road,,Bannerghatta Road,"1058, Sobha Arcade, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Fast Food,₹100,"5PM to 10PM (Mon-Sun) ","NEW ",
"Kuttanadu ",https://www.zomato.com/bangalore/kuttanadu-1-hsr,Casual Dining,HSR,"13A Ground Floor, 14th Main, Near Green View Hospital, HSR, Bangalore","Kerala, Chinese, Seafood, North Indian",₹700,"11AM to 11PM (Mon-Fri),7AM to 11PM (Sat-Sun) ","2.4 ",143 votes
"Venus Biryani ",https://www.zomato.com/bangalore/venus-biryani-domlur,Quick Bites,Domlur,"3rd Cross, 2nd Stage, Domlur, Bangalore","Biryani, Chinese",₹200,"11:30AM to 10:30PM (Mon-Sun) ","3.2 ",47 votes
"Paisa Vasool ",https://www.zomato.com/bangalore/paisa-vasool-koramangala-7th-block,Quick Bites,Koramangala 7th Block,"Opposite SBI Building, Near Oracle Building, Thavarekere Main Road, Koramangala 7th Block, Bangalore",North Indian,₹400,"9AM to 11PM (Mon-Sun) ","2.9 ",66 votes
"Cafemoto ",https://www.zomato.com/bangalore/cafemoto-koramangala-5th-block,Café,Koramangala 5th Block,,"Cafe, Continental",₹800,"11AM to 11PM (Mon-Fri),11AM to 12Midnight (Sat-Sun) ","4.0 ",123 votes
"Whatte Meal ",https://www.zomato.com/bangalore/whatte-meal-1-banashankari,,Banashankari,"Near Om Shakthi Temple, 3rd Stage, Banashankari, Bangalore","South Indian, North Indian, Chinese",₹300,"12Noon to 4PM, 6:30PM to 10PM (Mon-Sun) ","3.3 ",23 votes
"Shree Sai Dosa Center ",https://www.zomato.com/bangalore/shree-sai-dosa-center-rajajinagar,Quick Bites,Rajajinagar,"1754, Sai Mandir Road, 2nd Block, 2nd Stage, Near Navrang Signal, Rajajinagar, Bangalore",South Indian,₹150,"7:30AM to 12Noon, 4:30PM to 11PM (Mon-Sun) ","3.4 ",14 votes
"Spicy Village ",https://www.zomato.com/bangalore/spicy-village-new-bel-road,Quick Bites,New BEL Road,"378/58, Ground Floor, 7th Cross, MSR Nagar, New BEL Road, Bangalore","Andhra, South Indian, Chinese",₹300,"11AM to 11PM (Mon-Sun) ","3.2 ",16 votes
"Chat Wala ",https://www.zomato.com/bangalore/chat-wala-jayanagar,,Jayanagar,"1463, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bangalore",Street Food,₹150,"4PM to 10PM (Mon-Sun) ","3.3 ",12 votes
"Ambrosia ",https://www.zomato.com/bangalore/ambrosia-international-airport,Casual Dining,International Airport,"Clarks Exotica, Swiss Town, Hollywood Junction, Sadahalli Post, Devanahalli Road, International Airport, Bangalore","Continental, South Indian, North Indian, Chinese","₹2,200","7AM to 10:30AM, 12:30PM to 3PM, 7PM to 10:30PM... ","3.0 ",5 votes
"Punjabi By Nature Express ",https://www.zomato.com/bangalore/punjabi-by-nature-express-malleshwaram,Food Court,"Orion Mall, Malleshwaram","Food Court, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Near Yeshwantpur, Malleshwaram, Bangalore","North Indian, Mughlai, Street Food",₹500,"12Noon to 10PM (Mon-Sun) ","2.5 ",169 votes
"Utsav ",https://www.zomato.com/bangalore/utsav-banashankari,Quick Bites,Banashankari,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore","North Indian, Street Food",₹200,"12Noon to 3:30PM, 7PM to 10:30PM (Mon-Sun) ","3.6 ",45 votes
"Vaishali Deluxe ",https://www.zomato.com/bangalore/vaishali-deluxe-banashankari,Casual Dining,Banashankari,"512, 2nd Cross, 3rd Stage, Banashankari, Bangalore","North Indian, Chinese",₹700,"11:30AM to 3:30PM, 6:30PM to 11:30PM (Mon-Sun) ","3.4 ",24 votes
"Jai Jinendra ",https://www.zomato.com/bangalore/jai-jinendra-koramangala-6th-block,Quick Bites,Koramangala 6th Block,"635, 100 Feet Road, 6th Block, Koramangala 6th Block, Bangalore","Street Food, Beverages",₹200,"8AM to 10:30PM (Mon-Sun) ","3.6 ",77 votes
"Hyderabad Magic ",https://www.zomato.com/bangalore/hyderabad-magic-electronic-city,Quick Bites,Electronic City,"127,Kiadb Layout, Near Tech Mahindra, Electronic City, Bangalore",Hyderabadi,₹300,"12Noon to 11PM (Mon-Sun) ","3.2 ",26 votes
"New Biryani Mane ",https://www.zomato.com/bangalore/new-biryani-mane-uttarahalli,Casual Dining,Uttarahalli,"2, Chikkalsandra, Uttarahalli Main Road, Uttarahalli, Bangalore","North Indian, Chinese, Biryani, South Indian",₹450,"11:30AM to 10:30PM (Mon-Sun) ","3.2 ",82 votes
"Capparis Restaurant ",https://www.zomato.com/bangalore/capparis-restaurant-yelahanka,Casual Dining,Yelahanka,"181/5, Bagalur Road, Chidananda Reddy Layout, Beside Brindavan Engineering College, Yelahanka, Bangalore",Continental,"₹1,200","12Noon to 11:30PM (Mon-Sun) ","3.0 ",5 votes
"Green chilly ",https://www.zomato.com/bangalore/green-chilly-rajajinagar,Quick Bites,Rajajinagar,"2033, 7th Main' D' Block, Opposite Ambabhavani Temple, Rajajinagar, Bangalore","North Indian, Chinese",₹350,"12Noon to 10PM (Mon-Sun) ","NEW ",
"Crepe Connection ",https://www.zomato.com/bangalore/crepe-connection-old-madras-road,Quick Bites,"RMZ Infinity, Old Madras Road","RMZ Infinity, Old Madras Road, Bangalore","Fast Food, Italian, Desserts",₹400,"11AM to 11PM (Mon-Sun) ","3.4 ",52 votes
"Hongkong Noodles ",https://www.zomato.com/bangalore/hongkong-noodles-rammurthy-nagar,Casual Dining,Rammurthy Nagar,"123, Near Koshys Hospital, TC Palya Main Road, Rammurthy Nagar, Bangalore",Chinese,₹750,"12Noon to 11PM (Mon-Sun) ","3.5 ",130 votes
"New Punjabi Hotel ",https://www.zomato.com/bangalore/new-punjabi-hotel-indiranagar,Casual Dining,Indiranagar,"3039/A, 9th Cross, HAL 2nd Stage, Off 80 Feet Road, Indiranagar, Bangalore",North Indian,₹300,"11AM to 4PM, 7PM to 11PM (Mon-Sun) ","3.1 ",87 votes
"Chamarajpet Non Veg Restaurant ",https://www.zomato.com/bangalore/chamarajpet-non-veg-restaurant-basavanagudi,Quick Bites,Basavanagudi,"75, 1st Main, 8th Cross, Chamrajpet, Basavanagudi, Bangalore","South Indian, Biryani",₹250,"Closed (Mon),6:30AM to 4:30PM (Tue-Sun) ","3.2 ",11 votes
"Cafe Jezve ",https://www.zomato.com/bangalore/cafe-jezve-bellandur,Café,Bellandur,"Embassy Tech Village, Outer Ring Road, Deverabesanahalli, Bellandur, Bangalore",Cafe,₹500,"10AM to 10PM (Mon-Sun) ","3.5 ",12 votes
"NYS Kitchen ",https://www.zomato.com/bangalore/nys-kitchen-whitefield-bangalore,Quick Bites,Whitefield,"201, Nallurahalli Road, Opposite Devagiri Pearls, Siddapura","North Indian, Chinese",₹500,"9AM to 11PM (Mon-Sun) ","3.4 ",21 votes
"Northwind ",https://www.zomato.com/bangalore/northwind-seshadripuram,Casual Dining,Seshadripuram,"31/4, 1st Main Road, Seshadripuram, Bangalore","Biryani, Chinese, North Indian, Mangalorean",₹650,"10:30AM to 1AM (Mon-Sun) ","3.4 ",65 votes
"Tannur Cafe ",https://www.zomato.com/bangalore/tannur-cafe-kammanahalli,Quick Bites,Kammanahalli,"diagonally Opposite Jalvayu Vihar north gate,cmr road ,hrbr lay out 3rd block,beside fab india showroom, Kammanahalli, Bangalore","Asian, North Indian, Continental, Mughlai",₹400,"12Noon to 11PM (Mon-Sun) ","3.5 ",87 votes
"Patio - The Resto Cafe ",https://www.zomato.com/bangalore/patio-the-resto-cafe-1-banaswadi,"Café,Quick Bites",Banaswadi,"544, 3rd Main, 4th Cross, OMBR Layout, Banaswadi, Bangalore","Cafe, Continental, Chinese",₹500,"10:30AM to 10:30PM (Mon-Sun) ","3.5 ",47 votes
"Garam Naram ",https://www.zomato.com/bangalore/garam-naram-ulsoor,Quick Bites,Ulsoor,"18/4, Yellamma Koli, C-2nd Street, Near Gurudwara, Ulsoor, Bangalore","North Indian, Street Food",₹400,"12Noon to 4PM, 7:30PM to 11PM (Mon-Sun) ","3.6 ",162 votes
"Lassi Corner ",https://www.zomato.com/bangalore/lassi-corner-1-marathahalli,"Beverage Shop,Quick Bites",Marathahalli,"C4, Near Village Hyper Market, Spice Garden Layout, Marathahalli, Bangalore","Beverages, Sandwich",₹250,"11AM to 11PM (Mon-Sun) ","3.3 ",15 votes
"Teapoy Mutiny ",https://www.zomato.com/bangalore/teapoy-mutiny-hennur,Café,Hennur,"117/1, Near Shilpa Bakery, Horamavu - Agara Main Road, Hennur, Bangalore","Cafe, Continental, American, Beverages",₹350,"Closed (Mon),11AM to 10PM (Tue-Fri),9AM to 10PM... ","3.7 ",51 votes
"Grand Village ",https://www.zomato.com/bangalore/grand-village-basavanagudi,Casual Dining,Basavanagudi,"10, 3rd Floor, Lakshmi Associates, Gandhi Bazaar Main Road, Above Reliance Trends, Basavanagudi, Bangalore","North Indian, Rajasthani",₹600,"12:30PM to 3:30PM, 7:30PM to 10:30PM (Mon-Sun) ","3.5 ",96 votes
"Chocolat Boulangerie Patisserie ",https://www.zomato.com/bangalore/chocolat-boulangerie-patisserie-koramangala-4th-block,Dessert Parlor,Koramangala 4th Block,"552, 8th Main, 4th Block, Koramangala 4th Block, Bangalore","Desserts, Continental, Bakery",₹400,"12Noon to 11PM (Mon-Sun) ","3.8 ",405 votes
"Tim Cafe ",https://www.zomato.com/bangalore/tim-cafe-marathahalli-bangalore,Café,Marathahalli,"Shop 1, 6th Cross, Lakshmi Layout, Munnekolala, Marathahalli, Bangalore","Cafe, Sandwich, Beverages",₹250,"4PM to 11PM (Mon-Fri),9AM to 11PM (Sat-Sun) ","NEW ",
"Kerala Kitchen ",https://www.zomato.com/bangalore/kerala-kitchen-brigade-road,Quick Bites,Brigade Road,"Ashok Nagar, Brigade Road","Kerala, South Indian",₹200,"9AM to 10PM (Mon-Sun) ","3.1 ",7 votes
"Santhrupthii Hotel ",https://www.zomato.com/bangalore/santhrupthii-hotel-rajarajeshwari-nagar,Quick Bites,Rajarajeshwari Nagar,"Near Kanakadosa Circle, BEML, 5th Stage, Rajarajeshwari Nagar, Bangalore",South Indian,₹400,"Closed (Mon),12Noon to 4PM, 7PM to 11PM (Tue-Sun) ","3.4 ",63 votes
"Pingara ",https://www.zomato.com/bangalore/pingara-koramangala-1st-block,Casual Dining,Koramangala 1st Block,"168, Above Aishwarya Departmental Store, 7th Main, Koramangala 1st Block, Bangalore","North Indian, Chinese, Mangalorean",₹550,"11AM to 11:30PM (Mon-Sun) ","3.2 ",78 votes
"Kabab Souq ",https://www.zomato.com/bangalore/kabab-souq-richmond-road-bangalore,Quick Bites,Richmond Road,"Opposite, The Frank Anthony Public School, Richmond Road, Bangalore","North Indian, Chinese",₹400,"12Noon to 1AM (Mon-Sun) ","3.2 ",12 votes
"Punjab Di Shaan ",https://www.zomato.com/bangalore/punjab-di-shaan-hsr,Casual Dining,HSR,"543, 7th Cross, 24th Main, Opposite Nous Info Systems, Sector 1, HSR, Bangalore",North Indian,₹450,"11AM to 4PM, 6PM to 11PM (Mon-Sun) ","2.8 ",7 votes
"Tragopan Restaurant ",https://www.zomato.com/bangalore/tragopan-restaurant-ejipura,Casual Dining,Ejipura,"28/1, Paradise Square, Opposite HDFC Bank ATM, Ejipura, Bangalore",Naga,₹500,"11AM to 11PM (Mon-Sun) ","3.3 ",40 votes
"Shree Khana Khazana ",https://www.zomato.com/bangalore/shree-khana-khazana-bellandur,Quick Bites,Bellandur,"163, Shreyas Arcade, Green Glen Layout, Bellandur, Bangalore",North Indian,₹400,"9:30AM to 11:30PM (Mon-Fri),9:30AM to 12Midnight... ","3.4 ",21 votes
"The Bao Belly ",https://www.zomato.com/bangalore/the-bao-belly-residency-road,Café,Residency Road,"#10 B, Ground floor , Devatha Plaza, Residency road, Residency Road, Bangalore",Cafe,₹400,"9:30AM to 9:30PM (Mon-Sun) ","3.1 ",9 votes
"The Indian Dosa Company ",https://www.zomato.com/bangalore/the-indian-dosa-company-brookefield,Quick Bites,Brookefield,"185, 1st Cross Road, B Block, AECS Layout, Brookefield, Bangalore",South Indian,₹200,"8AM to 11PM (Mon-Sun) ","3.1 ",20 votes
"Aditya Delights ",https://www.zomato.com/bangalore/aditya-delights-new-bel-road,Quick Bites,New BEL Road,"33-C, Ramaiah Extension, Nanjappa Layout, Vidhyaranyapura Post, New BEL Road, Bangalore","Chinese, North Indian, Mangalorean",₹300,"11AM to 11PM (Mon-Sun) ","3.3 ",26 votes
"The Midnight Kitchen ",https://www.zomato.com/bangalore/the-midnight-kitchen-koramangala-8th-block,,Koramangala 8th Block,"17, Bhuvaneshwari Road, 2nd Cross, Koramangala 8th Block, Bangalore","Chinese, Continental",₹250,"6:30PM to 3:30AM (Mon-Sun) ","3.6 ",42 votes
"Cafe Daily Bread ",https://www.zomato.com/bangalore/cafe-daily-bread-bellandur,"Bakery,Quick Bites",Bellandur,"167, Green Glen Layout, Near HDFC Bank ATM, Bellandur, Bangalore","Bakery, Fast Food, Italian",₹600,"11AM to 11:30PM (Mon-Sun) ","3.3 ",121 votes
"The Ocea International Hotel ",https://www.zomato.com/bangalore/the-ocea-international-hotel-brigade-road,Casual Dining,Brigade Road,"Next To St. Joseph's College Of Commerce, Brigade Road, Bangalore","North Indian, Chinese, Seafood",₹800,"12Noon to 1AM (Mon-Sun) ","2.8 ",220 votes
"Gelato Italiano ",https://www.zomato.com/bangalore/gelato-italiano-koramangala-5th-block,Dessert Parlor,Koramangala 5th Block,"126, 1st A Cross, KHB Colony, Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",Ice Cream,₹200,"10AM to 11PM (Mon-Sun) ","3.6 ",91 votes
"Krishna Kuteer ",https://www.zomato.com/bangalore/krishna-kuteer-hsr,Quick Bites,HSR,"17G, 18th Cross, 3rd Sector, HSR Layout, HSR, Bangalore",South Indian,₹200,"7:30AM to 11PM (Mon-Sun) ","3.1 ",67 votes
"MouthFull Of Cake ",https://www.zomato.com/bangalore/mouthfull-of-cake-basaveshwara-nagar,,Basaveshwara Nagar,"Basaveshwara Nagar, Bangalore",Desserts,₹100,"9AM to 9PM (Mon-Sun) ","3.5 ",35 votes
"Pan's Aroma ",https://www.zomato.com/bangalore/pans-aroma-electronic-city,Quick Bites,Electronic City,"47/73, Doddathogur Road, Phase-1, Electronic City, Bangalore","Bengali, Biryani, North Indian, Chinese, Fast Food",₹400,"6:30AM to 4AM (Mon-Sun) ","2.8 ",81 votes
"Foodies Delight ",https://www.zomato.com/bangalore/foodies-delight-whitefield,Casual Dining,Whitefield,"102/3, 1st Floor, Anmol Carlson Court, 1, Whitefield Main Road, Whitefield, Bangalore","Street Food, Fast Food, North Indian",₹300,"9AM to 10:30PM (Mon-Sun) ","3.3 ",45 votes
"Bangalir Rannaghar ",https://www.zomato.com/bangalore/bangalir-rannaghar-bannerghatta-road,Quick Bites,Bannerghatta Road,"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore","Bengali, North Indian, Chinese",₹250,"9:30AM to 3:30PM, 6PM to 10:30PM (Mon-Sun) ","2.9 ",52 votes
"Fruit Me Up ",https://www.zomato.com/bangalore/fruit-me-up-nagawara,Quick Bites,Nagawara,"G 10A, Grean Heart IV, Manyatha Tech park, Nagawara, Bangalore","Beverages, Fast Food",₹350,"10AM to 10PM (Mon-Sun) ","3.3 ",34 votes
"Oggarane Dabbe Chandrappa Hotel ",https://www.zomato.com/bangalore/oggarane-dabbe-chandrappa-hotel-airport-road,Quick Bites,Old Airport Road,"25, 1st Floor, Opposite Kempfort, Mugeshpalya, Old Airport Road, Bangalore",South Indian,₹500,"11:30AM to 11PM (Mon-Sun) ","3.3 ",19 votes
"Popat ",https://www.zomato.com/bangalore/popat-indiranagar,Quick Bites,Indiranagar,"3217, 13th Cross 6th Main, 2nd Stage, Indiranagar, Bangalore",North Indian,₹300,"9AM to 10PM (Mon-Sun) ","3.1 ",5 votes
"Chandus Delux ",https://www.zomato.com/bangalore/chandus-delux-malleshwaram,Casual Dining,Malleshwaram,"8th Cross, Near Malleshwaram Circle, Bangalore, Malleshwaram, Bangalore",Seafood,₹350,"Closed (Mon),11:30AM to 4PM, 7PM to 11PM (Tue-Sun) ","3.5 ",52 votes
"Pingara Grand Restaurant ",https://www.zomato.com/bangalore/pingara-grand-restaurant-sahakara-nagar,Casual Dining,Sahakara Nagar,"Near Kodigehalli Gate Signal, Sahakara Nagar, Bangalore","Chinese, North Indian, South Indian, Seafood","₹1,000","11AM to 3PM, 6PM to 11PM (Mon-Thu),11AM to 11PM... ","3.1 ",73 votes
"The Lobby Lounge - The Ritz-Carlton ",https://www.zomato.com/bangalore/the-lobby-lounge-the-ritz-carlton-residency-road,Casual Dining,The Ritz-Carlton,"The Ritz-Carlton, 99, Residency Road, Bangalore",Beverages,"₹2,000","11AM to 8PM (Mon-Sun) ","3.4 ",17 votes
"Rags on Fire ",https://www.zomato.com/bangalore/rags-on-fire-electronic-city,Café,Electronic City,"5th Floor, Uniworld Commercial Complex, Phase 1, Electronic City, Bangalore",Cafe,₹600,"12:30PM to 12Midnight (Mon-Sun) ","- ",
"Rani Mess ",https://www.zomato.com/bangalore/rani-mess-kaggadasapura,Quick Bites,Kaggadasapura,"Beside gas agency, Main Road, Kaggadasapura, Bangalore",South Indian,₹150,"8AM to 11PM (Mon-Sun) ","NEW ",
"Chai Ki Tapri ",https://www.zomato.com/bangalore/chai-ki-tapri-1-mg-road,Café,MG Road,"1st Floor, MG Road Metro Station, Church Street Entrance, MG Road, Bangalore",Cafe,₹250,"9AM to 9PM (Mon-Fri),11AM to 11PM (Sat-Sun) ","NEW ",
"Brahmin's Kitchen ",https://www.zomato.com/bangalore/brahmins-kitchen-sahakara-nagar-bangalore,Quick Bites,Sahakara Nagar,"20th Main Road, A Block, Sahakar Nagar, Bangalore",South Indian,₹100,"8AM to 10PM (Mon-Sun) ","NEW ",
"Foodism ",https://www.zomato.com/bangalore/foodism-marathahalli-bangalore,,Marathahalli,"7th Cross, Gururaja Layout, Dodanakundi, Marathahalli, Bangalore","North Indian, Fast Food",₹300,"24 Hours (Mon-Sun) ","NEW ",
"Pout ",https://www.zomato.com/bangalore/pout-btm,Quick Bites,BTM,"14, Krishnanagara Industrial Area, Next to Christ College, BTM, Bangalore","Juices, Grill",₹400,"11AM to 11PM (Mon-Sun) ","3.6 ",22 votes
"Sai Shakti ",https://www.zomato.com/bangalore/sai-shakti-malleshwaram,Quick Bites,Malleshwaram,"56, New Gandhi Sahithya Sangh, 4th Main, 8th Cross, Malleshwaram, Bangalore",North Indian,₹250,"11:30AM to 3PM, 6:30PM to 10:30PM (Mon-Sun) ","3.7 ",158 votes
"Karachi Bakery ",https://www.zomato.com/bangalore/karachi-bakery-whitefield,Bakery,"Phoenix Market City Mall, Whitefield","2nd Floor, Phoenix Market City, Whitefield Main Road, Whitefield, Bangalore","Bakery, Desserts",₹400,"11AM to 11PM (Mon-Sun) ","3.2 ",6 votes
"Mangalore Lunch Home ",https://www.zomato.com/bangalore/mangalore-lunch-home-btm,Quick Bites,BTM,"82, Tavarekere Main Road","North Indian, South Indian, Mangalorean",₹250,"11:30AM to 4PM, 6PM to 11:30PM (Mon-Sun) ","3.3 ",33 votes
"Dine Spot ",https://www.zomato.com/bangalore/dine-spot-yelahanka,Casual Dining,Yelahanka,"140, Dwaraka Nagar, Kittgenahalli Village, Bagalur Main Road, Yelahanka, Bangalore","Chinese, Biryani, North Indian, Kerala",₹650,"8AM to 11PM (Mon-Sun) ","3.1 ",14 votes
"Salem Kitchen ",https://www.zomato.com/bangalore/salem-kitchen-brookefield,Casual Dining,Brookefield,"608, C Block, AECS Layout, Kundanahalli, Brookefield, Bangalore","Chettinad, Chinese",₹400,"7AM to 11PM (Mon-Sun) ","2.7 ",201 votes
"Donne Biriyani ",https://www.zomato.com/bangalore/donne-biriyani-hsr,,HSR,"22 Cross, Sector 2, 26th Main Paringi Palya, HSR, Bangalore",Biryani,₹250,"11AM to 4:30PM, 7:30PM to 11:30PM (Mon-Sun) ","- ",
"Umerkot ",https://www.zomato.com/bangalore/umerkot-koramangala-4th-block,Casual Dining,Koramangala 4th Block,"30, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore","North Indian, Mughlai","₹1,000","12Noon to 3PM, 7PM to 11:30PM (Mon-Sun) ","3.3 ",483 votes
"Tandoori Knight ",https://www.zomato.com/bangalore/tandoori-knight-banashankari,Casual Dining,Banashankari,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",North Indian,₹400,"11AM to 11PM (Mon-Sun) ","2.5 ",62 votes
"House Of Kebabs ",https://www.zomato.com/bangalore/house-of-kebabs-basavanagudi,Casual Dining,Basavanagudi,"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore","North Indian, Biryani, Chinese",₹650,"11AM to 10:30PM (Mon-Sun) ","3.5 ",243 votes
